Sample_Number,DAT,time,fan,co2,heater,window1,window2,curtain1,curtain2,curtain3,side_curtain,in_temp,in_hum,in_co2,out_temp,out_hum,solar_rad,wind_speed,wind_direction,rain_sensor,crown_diameter,petiole_length,leaf_count,leaf_length,leaf_width,fruit_count,plant_height,flower_count,numbers of plant
41,56,0:30:00,1,0,0,0,0,0,70,70,0,14.60000038,59.27,482.45,7.159999847,55.8,1.68,1.18,270.15,0,1.75,13.14,6,10.7,9.3,0,23.83,1,600
41,56,0:40:00,1,0,0,0,0,0,70,70,0,14.58000031,59.13,483.25,7.159999847,55.88,1.94,1.44,273.95,0,1.75,13.14,6,10.7,9.3,0,23.83,1,600
41,56,0:50:00,1,0,0,0,0,0,70,70,0,14.53000011,59.07,483.1,7.249999952,55.8,0.78,1.24,264,0,1.75,13.14,6,10.7,9.3,0,23.83,1,600
41,56,1:00:00,1,0,0,0,0,0,70,70,0,14.5,59.22,482.55,7.549999952,55.57,0.78,1.23,274.15,0,1.75,13.14,6,10.7,9.3,0,23.83,1,600
41,56,1:10:00,1,0,0,0,0,0,70,70,0,14.5,59.42,482.2,7.709999847,55.52,0.9,1.02,301.55,0,1.75,13.14,6,10.7,9.3,0,23.83,1,600
41,56,1:20:00,1,0,0,0,0,0,70,70,0,14.39999962,59.28,482.15,7.679999828,55.74,1.92,1.16,281.9,0,1.75,13.14,6,10.7,9.3,0,23.83,1,600
41,56,1:30:00,1,0,0,0,0,0,70,70,0,14.39999962,58.98,482.39,7.579999924,55.96,1.74,1.74,249.7,0,1.75,13.14,6,10.7,9.3,0,23.83,1,600
41,56,1:40:00,1,0,0,0,0,0,70,70,0,14.30000019,58.92,483.14,7.330000019,55.86,0.86,1.84,250.9,0,1.75,13.14,6,10.7,9.3,0,23.83,1,600
41,56,1:50:00,0,0,0,0,0,0,70,70,0,14.30000019,59.14,483.34,7.209999847,55.76,0.69,1.38,263.77,0,1.75,13.14,6,10.7,9.3,0,23.83,1,600
41,56,2:00:00,0,0,0,0,0,0,70,70,0,14.28000011,59.04,482.39,7.189999914,56.46,0.18,0.86,258.32,0,1.75,13.14,6,10.7,9.3,0,23.83,1,600
41,56,2:10:00,0,0,0,0,0,0,70,70,0,14.20999985,59.05,482.25,7.099999905,56.94,0.29,0.79,264.45,0,1.75,13.14,6,10.7,9.3,0,23.83,1,600
41,56,2:20:00,0,0,0,0,0,0,70,70,0,14.19999981,59.2,482.65,6.660000038,56.53,0.94,0.87,300.65,0,1.75,13.14,6,10.7,9.3,0,23.83,1,600
41,56,2:30:00,0,0,0,0,0,0,70,70,0,14.12000027,58.85,482.7,6.310000181,55.55,1.08,1.04,300.1,0,1.75,13.14,6,10.7,9.3,0,23.83,1,600
41,56,2:40:00,0,0,0,0,0,0,70,70,0,14.03000011,58.68,482.1,6.350000143,54.96,0.41,1.11,291.65,0,1.75,13.14,6,10.7,9.3,0,23.83,1,600
41,56,2:50:00,0,0,0,0,0,0,70,70,0,14,58.78,482,6.579999924,55.29,0.4,0.93,275.2,0,1.75,13.14,6,10.7,9.3,0,23.83,1,600
41,56,3:00:00,0,0,0,0,0,0,70,70,0,13.95999985,58.84,482.3,6.719999886,55.27,0.54,0.8,280.75,0,1.75,13.14,6,10.7,9.3,0,23.83,1,600
41,56,3:10:00,0,0,0,0,0,0,70,70,0,13.89999962,58.88,481.95,6.840000105,54.87,0.28,1.04,302.05,0,1.75,13.14,6,10.7,9.3,0,23.83,1,600
41,56,3:20:00,0,0,0,0,0,0,70,70,0,13.93999977,58.88,481.35,6.669999838,54.88,1.3,1.14,284.2,0,1.75,13.14,6,10.7,9.3,0,23.83,1,600
41,56,3:30:00,0,0,0,0,0,0,70,70,0,14.03000011,58.74,481.72,6.549999952,54.86,1.74,0.93,272.93,0,1.75,13.14,6,10.7,9.3,0,23.83,1,600
41,56,3:40:00,0,0,0,0,0,0,70,70,0,14.10000038,58.68,481.82,6.440000057,54.5,0.74,0.92,273.83,0,1.75,13.14,6,10.7,9.3,0,23.83,1,600
41,56,3:50:00,0,0,0,0,0,0,70,70,0,14.18999987,58.67,481.15,6.430000067,54.36,0.55,0.88,268.7,0,1.75,13.14,6,10.7,9.3,0,23.83,1,600
41,56,4:00:00,0,0,0,0,0,0,70,70,0,14.19999981,58.63,480.7,6.300000143,54.46,1.3,0.92,248.75,0,1.75,13.14,6,10.7,9.3,0,23.83,1,600
41,56,4:10:00,0,0,0,0,0,0,70,70,0,14.20999985,58.64,480.75,6.310000038,53.82,1.05,1.32,248.6,0,1.75,13.14,6,10.7,9.3,0,23.83,1,600
41,56,4:20:00,0,0,0,0,0,0,70,70,0,14.19999981,58.56,481.05,6.059999943,52.98,1.82,1.45,270.6,0,1.75,13.14,6,10.7,9.3,0,23.83,1,600
41,56,4:30:00,0,0,0,0,0,0,70,70,0,14.19999981,58.51,480.45,5.699999952,52.98,2.06,1.27,258.65,0,1.75,13.14,6,10.7,9.3,0,23.83,1,600
41,56,4:40:00,0,0,0,0,0,0,70,70,0,14.1500001,58.58,480.2,5.639999866,53.18,1.18,0.92,264,0,1.75,13.14,6,10.7,9.3,0,23.83,1,600
41,56,4:50:00,0,0,0,0,0,0,70,70,0,14.10000038,58.52,481,5.74000001,53.64,2.94,0.64,291.75,0,1.75,13.14,6,10.7,9.3,0,23.83,1,600
41,56,5:00:00,0,0,1,0,0,0,70,70,0,14.05000019,58.45,480.7,5.599999905,54.04,2.3,0.7,295.95,0,1.75,13.14,6,10.7,9.3,0,23.83,1,600
41,56,5:10:00,0,0,1,0,0,0,70,70,0,14,58.39,480.4,5.639999866,54.14,0.29,0.72,301.87,0,1.75,13.14,6,10.7,9.3,0,23.83,1,600
41,56,5:20:00,0,0,1,0,0,0,70,70,0,14,58.26,481,5.769999981,54.28,0.43,0.69,291.82,0,1.75,13.14,6,10.7,9.3,0,23.83,1,600
41,56,5:30:00,1,0,1,0,0,0,70,70,0,13.98999996,58.28,480.7,5.8,54.04,1.04,0.48,226.8,0,1.75,13.14,6,10.7,9.3,0,23.83,1,600
41,56,5:40:00,1,0,1,0,0,0,70,70,0,13.90999966,58.28,480.8,5.50999999,54.25,1.42,0.16,217.2,0,1.75,13.14,6,10.7,9.3,0,23.83,1,600
41,56,5:50:00,1,0,1,0,0,0,70,70,0,14.1000001,58.22,481.66,5.139999962,55.46,1.08,0.11,256.39,0,1.75,13.14,6,10.7,9.3,0,23.83,1,600
41,56,6:00:00,1,0,1,0,0,0,70,70,0,14.11000032,58.08,481.4,4.870000124,55.96,1.46,0.38,259.89,0,1.75,13.14,6,10.7,9.3,0,23.83,1,600
41,56,6:10:00,1,0,1,0,0,0,70,70,0,14,58.01,481.5,4.75,55.15,1.55,0.5,273.9,0,1.75,13.14,6,10.7,9.3,0,23.83,1,600
41,56,6:20:00,1,0,1,0,0,0,70,70,0,13.86999979,58.01,482.15,4.75,54.98,0.68,0.28,282.45,0,1.75,13.14,6,10.7,9.3,0,23.83,1,600
41,56,6:30:00,1,0,1,0,0,0,70,70,0,13.80000019,57.84,481.72,4.860000134,55.46,0.6,0.21,283.38,0,1.75,13.14,6,10.7,9.3,0,23.83,1,600
41,56,6:40:00,1,0,1,0,0,0,70,70,0,13.71999989,57.91,481.67,4.940000057,55.39,1.1,0.36,273.28,0,1.75,13.14,6,10.7,9.3,0,23.83,1,600
41,56,6:50:00,1,0,1,0,0,0,70,70,0,13.69999981,58.11,481.55,5.039999962,55.92,1.31,0.22,260.85,0,1.75,13.14,6,10.7,9.3,0,23.83,1,600
41,56,7:00:00,1,0,1,0,0,0,70,70,100,13.69999981,58.16,481.75,5.189999819,57.74,1.8,0.04,220.75,0,1.75,13.14,6,10.7,9.3,0,23.83,1,600
41,56,7:10:00,1,0,1,0,0,0,70,70,100,13.76000004,58.19,482.8,5.479999971,61.78,1.3,0.05,138.95,0,1.75,13.14,6,10.7,9.3,0,23.83,1,600
41,56,7:20:00,1,0,1,0,0,0,70,70,100,13.8499999,58.11,483,5.820000076,64.78,1.93,0.02,109.75,0,1.75,13.14,6,10.7,9.3,0,23.83,1,600
41,56,7:30:00,1,0,1,0,0,0,70,70,100,14.07000008,57.8,483,5.940000057,64.44,5.2,0.02,178.45,0,1.75,13.14,6,10.7,9.3,0,23.83,1,600
41,56,7:40:00,1,0,1,0,0,0,70,70,100,14.01000004,57.76,483.9,6.310000086,65.32,9.09,0.06,147.75,0,1.75,13.14,6,10.7,9.3,0,23.83,1,600
41,56,7:50:00,1,0,1,0,0,0,70,70,100,14.21000013,57.88,484.9,6.380000114,64.78,14.85,0.04,55.55,0,1.75,13.14,6,10.7,9.3,0,23.83,1,600
41,56,8:00:00,1,0,1,0,0,0,70,70,100,14.74000006,57.78,484.45,6.95999999,61.69,42.97,0.12,131.15,0,1.75,13.14,6,10.7,9.3,0,23.83,1,600
41,56,8:10:00,1,0,1,0,0,0,70,70,100,15.25,57.64,483.64,7.179999971,58.56,80.24,0.41,252,0,1.75,13.14,6,10.7,9.3,0,23.83,1,600
41,56,8:20:00,1,0,1,0,0,0,70,70,100,15.69000006,57.92,484.14,7.439999962,55.57,103.49,0.72,281.14,0,1.75,13.14,6,10.7,9.3,0,23.83,1,600
41,56,8:30:00,1,0,1,0,0,0,70,70,100,16.36000004,58.58,483.4,8.250000095,54.12,126.85,0.7,287.15,0,1.75,13.14,6,10.7,9.3,0,23.83,1,600
41,56,8:40:00,1,0,1,0,0,60,70,70,100,17.3,59,482.45,9.45,53.47,150.85,0.71,303.15,0,1.75,13.14,6,10.7,9.3,0,23.83,1,600
41,56,8:50:00,1,0,1,0,0,70,70,70,100,18.08999996,59.04,481.1,9.9,53.17,174.98,0.91,285,0,1.75,13.14,6,10.7,9.3,0,23.83,1,600
41,56,9:00:00,0,0,0,0,0,30,70,70,100,19.22999992,59.3,478.2,11.36999998,52.98,202.48,1.06,279.25,0,1.75,13.14,6,10.7,9.3,0,23.83,1,600
41,56,9:10:00,1,0,1,0,0,70,70,70,100,20.87000008,59.82,475.95,12.85999994,52.76,231.22,1.34,287.7,0,1.75,13.14,6,10.7,9.3,0,23.83,1,600
41,56,9:20:00,1,0,1,0,0,70,70,70,100,22.37000008,59.96,473.3,13.92999973,52.34,255.73,1.6,254.35,0,1.75,13.14,6,10.7,9.3,0,23.83,1,600
41,56,9:30:00,1,0,0,0,0,70,70,70,100,24.11000004,59.78,469.05,15.31000013,51.81,281.48,1.62,225.25,0,1.75,13.14,6,10.7,9.3,0,23.83,1,600
41,56,9:40:00,0,0,0,0,0,70,70,70,100,25.39000015,59.28,466.25,17.46000004,51.31,307.09,1.41,236.2,0,1.75,13.14,6,10.7,9.3,0,23.83,1,600
41,56,9:50:00,0,0,0,0,0,70,70,70,100,26.02000008,58.64,463.45,17.34999981,50.66,330.34,1.38,276.9,0,1.75,13.14,6,10.7,9.3,0,23.83,1,600
41,56,10:00:00,0,0,0,0,0,70,70,70,100,26.16000061,58.22,460.95,18.03999977,49.74,354.1,1.78,285.95,0,1.75,13.14,6,10.7,9.3,0,23.83,1,600
41,56,10:10:00,0,0,0,0,0,70,70,70,100,26.21000023,57.9,460.55,18.68000011,48.54,375.48,1.78,246,0,1.75,13.14,6,10.7,9.3,0,23.83,1,600
41,56,10:20:00,0,0,0,20,20,70,70,70,0,26.59000034,57.66,460.35,20.01999989,47.9,284.35,1.64,239.8,0,1.75,13.14,6,10.7,9.3,0,23.83,1,600
41,56,10:30:00,0,0,0,20,20,70,70,70,0,26.73999958,57.4,460.3,21.43000011,47.88,115.35,2.05,262.3,0,1.75,13.14,6,10.7,9.3,0,23.83,1,600
41,56,10:40:00,0,0,0,20,20,70,70,70,0,26.06999969,57.3,459.8,22.17999973,47.47,48.48,2.09,249,0,1.75,13.14,6,10.7,9.3,0,23.83,1,600
41,56,10:50:00,0,0,0,30,30,70,70,70,0,25.72000046,56.89,459.45,21.96000023,47.1,48.98,2.16,253.15,0,1.75,13.14,6,10.7,9.3,0,23.83,1,600
41,56,11:00:00,0,0,0,40,40,100,70,70,0,25.80999947,55.66,458.3,21.8,46.14,49.98,2.26,281.8,0,1.75,13.14,6,10.7,9.3,0,23.83,1,600
41,56,11:10:00,0,0,0,30,30,100,70,70,0,25.75,53.96,457.45,22.83999996,43.8,50.35,2.1,268.4,0,1.75,13.14,6,10.7,9.3,0,23.83,1,600
41,56,11:20:00,0,0,0,30,30,100,70,70,0,25.94999981,53.11,456.45,22.81000023,41.14,51.35,2.16,269.5,0,1.75,13.14,6,10.7,9.3,0,23.83,1,600
41,56,11:30:00,0,0,0,20,20,100,70,70,0,26.27999973,51.24,451.65,23.21000004,38.9,56.62,2.18,274.18,0,1.75,13.14,6,10.7,9.3,0,23.83,1,600
41,56,11:40:00,0,0,0,20,20,70,100,100,0,25.95999985,49.15,446.3,22.27000008,38.22,272.86,1.99,218.74,0,1.75,13.14,6,10.7,9.3,0,23.83,1,600
41,56,11:50:00,0,0,0,20,20,100,100,100,0,26.12000008,48.61,441.4,22.1,38.76,501.72,1.76,240.5,0,1.75,13.14,6,10.7,9.3,0,23.83,1,600
41,56,12:00:00,1,0,0,30,30,50,100,100,100,26.79999924,46.18,441.65,20.70000019,39.61,522.48,2.12,266.55,0,1.75,13.14,6,10.7,9.3,0,23.83,1,600
41,56,12:10:00,0,0,0,40,40,50,100,100,100,26.8699995,44.06,443.5,21.58999996,40.12,528.22,2.19,249.5,0,1.75,13.14,6,10.7,9.3,0,23.83,1,600
41,56,12:20:00,0,0,0,20,20,60,100,100,100,26.66000042,43.21,438.05,22.10999985,40.09,529.6,1.96,267.1,0,1.75,13.14,6,10.7,9.3,0,23.83,1,600
41,56,12:30:00,0,0,0,40,40,60,100,100,100,26.78000011,42.98,434.85,22.96000042,39.15,530.72,2.04,266.3,0,1.75,13.14,6,10.7,9.3,0,23.83,1,600
41,56,12:40:00,0,0,0,10,10,70,100,100,100,27.35,43.08,433.64,22.01999989,37.67,529.44,2.08,286.14,0,1.75,13.14,6,10.7,9.3,0,23.83,1,600
41,56,12:50:00,0,0,0,40,40,50,100,100,100,27.45999985,43.02,435.24,22.1,37.52,525.94,2.13,283.79,0,1.75,13.14,6,10.7,9.3,0,23.83,1,600
41,56,13:00:00,0,0,0,0,0,60,100,100,100,26.49999981,43.34,435.25,22.75000019,37.96,521.35,2.1,270.45,0,1.75,13.14,6,10.7,9.3,0,23.83,1,600
41,56,13:10:00,0,0,0,40,40,60,100,100,100,25.82000008,42.58,435.55,23.07000008,37.56,514.35,2.18,215.55,0,1.75,13.14,6,10.7,9.3,0,23.83,1,600
41,56,13:20:00,0,0,0,20,20,70,100,100,100,25.82999973,41.9,437.45,23.22000008,36.97,505.35,2.09,218.3,0,1.75,13.14,6,10.7,9.3,0,23.83,1,600
41,56,13:30:00,0,0,0,20,20,70,100,100,100,26.18000069,42.38,434.2,22.31999989,37.42,494.48,2.1,274.5,0,1.75,13.14,6,10.7,9.3,0,23.83,1,600
41,56,13:40:00,0,0,0,20,20,70,100,100,100,25.67000008,42.56,435.2,21.65999985,38.06,482.35,2.44,254.4,0,1.75,13.14,6,10.7,9.3,0,23.83,1,600
41,56,13:50:00,0,0,0,40,40,60,100,100,100,25.56000023,42.7,437.75,21.88000031,38.88,466.72,2.18,264.15,0,1.75,13.14,6,10.7,9.3,0,23.83,1,600
41,56,14:00:00,0,0,0,0,0,70,100,100,100,25.39999962,42.68,437.35,20.70000019,39.25,452.22,1.63,269.35,0,1.75,13.14,6,10.7,9.3,0,23.83,1,600
41,56,14:10:00,0,0,0,40,40,60,100,100,100,24.92999973,42.79,437.56,19.66000023,39.76,437.52,1.95,270.79,0,1.75,13.14,6,10.7,9.3,0,23.83,1,600
41,56,14:20:00,0,0,0,10,10,70,100,100,100,25.04000015,43.54,436.36,21.11999989,40.56,419.52,2.15,257.19,0,1.75,13.14,6,10.7,9.3,0,23.83,1,600
41,56,14:30:00,0,0,0,20,20,70,100,100,100,25.34999981,43.34,437.6,20.97000008,40.65,401.1,2,235.8,0,1.75,13.14,6,10.7,9.3,0,23.83,1,600
41,56,14:40:00,0,0,0,20,20,70,100,100,100,25.63000031,43.36,440.8,21.15999985,41.7,381.85,1.89,262.15,0,1.75,13.14,6,10.7,9.3,0,23.83,1,600
41,56,14:50:00,0,0,0,30,30,60,100,100,100,25.86999989,44.44,441.3,21.17999992,44.02,357.35,1.94,285.6,0,1.75,13.14,6,10.7,9.3,0,23.83,1,600
41,56,15:00:00,0,0,0,20,20,70,100,100,100,25.50999985,45.72,439.5,21.40000019,46.23,331.35,1.93,284.3,0,1.75,13.14,6,10.7,9.3,0,23.83,1,600
41,56,15:10:00,0,0,0,0,0,70,100,100,100,26.22999992,46.56,438.49,21.23999996,47.16,308.02,2.41,278.74,0,1.75,13.14,6,10.7,9.3,0,23.83,1,600
41,56,15:20:00,0,0,0,10,10,70,100,100,100,26.75999985,47.12,441.19,20.49000015,47.08,281.64,2.54,271.14,0,1.75,13.14,6,10.7,9.3,0,23.83,1,600
41,56,15:30:00,0,0,0,0,0,70,100,100,100,26.93999977,48.59,440.9,20.39000015,47.46,252.85,2.4,264.95,0,1.75,13.14,6,10.7,9.3,0,23.83,1,600
41,56,15:40:00,0,0,0,0,0,70,100,100,100,26.58000011,50.88,437,20.4,48.22,227.35,2.15,269.05,0,1.75,13.14,6,10.7,9.3,0,23.83,1,600
41,56,15:50:00,1,0,0,0,0,70,100,100,100,26.22000008,51.56,440.2,20.15,48.1,202.85,1.69,270.55,0,1.75,13.14,6,10.7,9.3,0,23.83,1,600
41,56,16:00:00,1,0,0,0,0,70,100,40,100,25.80999985,49.37,453.6,19.79999962,48.54,173.22,2.02,265.6,0,1.75,13.14,6,10.7,9.3,0,23.83,1,600
41,56,16:10:00,0,0,0,0,0,70,100,0,100,25.06000004,45.93,457.35,18.91000004,48.36,143.22,2.43,259.9,0,1.75,13.14,6,10.7,9.3,0,23.83,1,600
41,56,16:20:00,0,0,1,0,0,70,100,30,100,23.49999981,44.27,451.88,17.44000015,46.9,115.14,2.56,262.94,0,1.75,13.14,6,10.7,9.3,0,23.83,1,600
41,56,16:30:00,1,0,0,0,0,70,100,90,100,22.03000011,46.8,452.34,17.03000011,46.24,84.39,1.85,270.79,0,1.75,13.14,6,10.7,9.3,0,23.83,1,600
41,56,16:40:00,1,0,0,0,0,70,100,100,100,21.12999992,50.96,455,17.68999996,46.58,44.35,1.62,277.5,0,1.75,13.14,6,10.7,9.3,0,23.83,1,600
41,56,16:50:00,1,0,0,0,0,70,70,70,100,20.42000008,54.33,456.4,17.30000038,47.42,16.98,1.66,280.8,0,1.75,13.14,6,10.7,9.3,0,23.83,1,600
41,56,17:00:00,1,0,0,0,0,70,70,70,100,19.89000015,56.14,457,17.19000072,47.8,9.47,1.16,276.3,0,1.75,13.14,6,10.7,9.3,0,23.83,1,600
41,56,17:10:00,1,0,0,0,0,70,70,70,100,19.68000031,54.84,454.6,16.94999981,47.26,4.58,0.86,260.75,0,1.75,13.14,6,10.7,9.3,0,23.83,1,600
41,56,17:20:00,1,0,0,0,0,70,70,70,100,19.98999996,53.01,451.9,16.61000042,47.02,2.45,0.86,262.65,0,1.75,13.14,6,10.7,9.3,0,23.83,1,600
41,56,17:30:00,1,0,0,0,0,60,70,70,100,20.01000004,53.92,454.75,16.04000006,48.04,0.92,0.68,282.2,0,1.75,13.14,6,10.7,9.3,0,23.83,1,600
41,56,17:40:00,1,0,0,0,0,30,70,70,100,19.84999943,53.82,459.45,15.21999998,49.17,0.29,0.38,285.15,0,1.75,13.14,6,10.7,9.3,0,23.83,1,600
41,56,17:50:00,1,0,0,0,0,50,70,70,100,19.72000027,51.83,462.3,14.58000002,49.8,0.55,0.31,277.5,0,1.75,13.14,6,10.7,9.3,0,23.83,1,600
41,56,18:00:00,1,0,0,0,0,70,70,70,100,19.54000015,50.72,462.5,14.10999994,50.36,0.94,0.48,281.6,0,1.75,13.14,6,10.7,9.3,0,23.83,1,600
41,56,18:10:00,1,0,0,0,0,70,70,70,100,19.34999943,49.9,461.2,13.69000006,51.14,0.55,0.58,275.75,0,1.75,13.14,6,10.7,9.3,0,23.83,1,600
41,56,18:20:00,1,0,0,0,0,70,70,70,100,19.12000046,49.24,460.46,13.08000002,51.98,0.18,0.53,264.76,0,1.75,13.14,6,10.7,9.3,0,23.83,1,600
41,56,18:30:00,1,0,0,0,0,70,70,70,100,18.90999966,48.42,459.46,12.35,53,0.3,0.32,272.51,0,1.75,13.14,6,10.7,9.3,0,23.83,1,600
41,56,18:40:00,1,0,0,0,0,70,70,70,100,18.77999954,46.4,455.95,11.73000002,53.94,0.16,0.33,272.3,0,1.75,13.14,6,10.7,9.3,0,23.83,1,600
41,56,18:50:00,1,0,0,0,0,70,70,70,100,18.6300005,44.5,453.75,11.21999998,54.98,0.18,0.26,268.3,0,1.75,13.14,6,10.7,9.3,0,23.83,1,600
41,56,19:00:00,1,0,0,0,0,50,70,70,100,18.45999985,43.85,456.25,10.98999996,56.54,0.44,0.02,289.2,0,1.75,13.14,6,10.7,9.3,0,23.83,1,600
41,56,19:10:00,1,0,0,0,0,50,70,70,100,18.26999969,43.45,458.6,10.6499999,57.82,0.56,0.23,250.9,0,1.75,13.14,6,10.7,9.3,0,23.83,1,600
41,56,19:20:00,1,0,0,0,0,50,70,70,100,18.11000042,43.15,461.15,10.22000008,60.43,1.06,0.26,125.2,0,1.75,13.14,6,10.7,9.3,0,23.83,1,600
41,56,19:30:00,1,0,0,0,0,50,70,70,100,17.95999985,43.02,464.1,9.91999979,63.21,1.29,0.07,52.9,0,1.75,13.14,6,10.7,9.3,0,23.83,1,600
41,56,19:40:00,1,0,0,0,0,50,70,70,100,17.75999985,44.1,467.6,9.729999924,64.74,0.92,0.05,52.2,0,1.75,13.14,6,10.7,9.3,0,23.83,1,600
41,56,19:50:00,1,0,0,0,0,50,70,70,100,17.64000053,46.64,475.6,9.600000095,66.28,0.66,0.1,67.35,0,1.75,13.14,6,10.7,9.3,0,23.83,1,600
41,56,20:00:00,1,0,0,0,0,50,70,70,0,17.46999989,49.2,481.95,9.240000057,66.62,0.4,0.26,70.85,0,1.75,13.14,6,10.7,9.3,0,23.83,1,600
41,56,20:10:00,1,0,0,0,0,50,70,70,0,17.32999935,50.06,482.25,8.909999943,67.04,1.04,0.18,63.7,0,1.75,13.14,6,10.7,9.3,0,23.83,1,600
41,56,20:20:00,1,0,0,0,0,50,70,70,0,17.1800005,50.33,484.1,8.820000076,68.75,1.56,0,71.8,0,1.75,13.14,6,10.7,9.3,0,23.83,1,600
41,56,20:30:00,1,0,0,0,0,40,70,70,0,17.03000011,51.04,486.46,8.719999981,70.18,0.82,0.02,80.56,0,1.75,13.14,6,10.7,9.3,0,23.83,1,600
41,56,20:40:00,1,0,0,0,0,50,70,70,0,16.88999958,51.42,486.32,8.620000267,70.18,0.18,0.02,78.06,0,1.75,13.14,6,10.7,9.3,0,23.83,1,600
41,56,20:50:00,1,0,0,0,0,40,70,70,0,16.76999969,51.39,484.8,8.600000381,69.77,0.43,0,66.65,0,1.75,13.14,6,10.7,9.3,0,23.83,1,600
41,56,21:00:00,1,0,0,0,0,40,70,70,0,16.66000061,50.8,481.65,8.550000191,69.98,0.56,0,64.7,0,1.75,13.14,6,10.7,9.3,0,23.83,1,600
41,56,21:10:00,1,0,0,0,0,50,70,70,0,16.55000019,48.64,476.35,8.520000076,70.54,0.17,0,60.25,0,1.75,13.14,6,10.7,9.3,0,23.83,1,600
41,56,21:20:00,1,0,0,0,0,50,70,70,0,16.42999973,46.4,470.8,8.210000038,71.54,0.54,0,52.3,0,1.75,13.14,6,10.7,9.3,0,23.83,1,600
41,56,21:30:00,1,0,0,0,0,50,70,70,0,16.32999935,46.12,469.4,7.960000038,72.18,0.53,0,56.2,0,1.75,13.14,6,10.7,9.3,0,23.83,1,600
41,56,21:40:00,1,0,0,0,0,50,70,70,0,16.22000046,46.65,470.05,7.950000048,71.98,0.02,0,66.4,0,1.75,13.14,6,10.7,9.3,0,23.83,1,600
41,56,21:50:00,1,0,0,0,0,50,70,70,0,16.08000031,47.52,470.9,7.870000124,72.16,0.8,0,69.75,0,1.75,13.14,6,10.7,9.3,0,23.83,1,600
41,56,22:00:00,1,0,0,0,0,30,70,70,0,15.98999996,50.18,474.41,7.659999895,72.86,1.38,0,59.84,0,1.75,13.14,6,10.7,9.3,0,23.83,1,600
41,56,22:10:00,1,0,0,0,0,30,70,70,0,15.86999979,51.49,476.76,7.39000001,73.03,0.6,0,52.29,0,1.75,13.14,6,10.7,9.3,0,23.83,1,600
41,56,22:20:00,1,0,0,0,0,30,70,70,0,15.80000019,50.12,475.35,6.980000019,72.49,0.27,0,56.35,0,1.75,13.14,6,10.7,9.3,0,23.83,1,600
41,56,22:30:00,1,0,0,0,0,30,70,70,0,15.70999985,49.59,473.95,6.930000067,72.32,0.54,0.04,59.8,0,1.75,13.14,6,10.7,9.3,0,23.83,1,600
41,56,22:40:00,1,0,0,0,0,30,70,70,0,15.68999987,49.58,474.7,6.909999943,72.64,0.4,0.12,59.25,0,1.75,13.14,6,10.7,9.3,0,23.83,1,600
41,56,22:50:00,1,0,0,0,0,30,70,70,0,15.60000038,49.56,476.45,6.75999999,73.17,1.03,0.09,62.5,0,1.75,13.14,6,10.7,9.3,0,23.83,1,600
41,56,23:00:00,1,0,0,0,0,30,70,70,0,15.53000011,49.58,478.85,6.950000048,73.84,1.16,0.04,57.95,0,1.75,13.14,6,10.7,9.3,0,23.83,1,600
41,56,23:10:00,1,0,0,0,0,30,70,70,0,15.5,49.71,480.35,6.99000001,74.43,0.44,0.03,51.45,0,1.75,13.14,6,10.7,9.3,0,23.83,1,600
41,56,23:20:00,1,0,0,0,0,30,70,70,0,15.43999977,49.78,481.25,6.920000076,74.76,0.7,0,53.35,0,1.75,13.14,6,10.7,9.3,0,23.83,1,600
41,56,23:30:00,1,0,0,0,0,30,70,70,0,15.37999973,49.75,482.35,6.679999971,75.03,0.94,0,54.3,0,1.75,13.14,6,10.7,9.3,0,23.83,1,600
41,56,23:40:00,1,0,0,0,0,30,70,70,0,15.30000019,50.41,483.95,6.599999905,75.8,0.82,0,54.9,0,1.75,13.14,6,10.7,9.3,0,23.83,1,600
41,56,23:50:00,1,0,0,0,0,30,70,70,0,15.27000008,53.21,490.1,6.549999952,76.7,0.68,0,56.35,0,1.75,13.14,6,10.7,9.3,0,23.83,1,600
42,57,0:00:00,0,0,0,0,0,0,10,10,0,15.19999981,73.06,486.15,6.529999971,88.85,1.05,0,72.8,0,1.75,13.14,6,10.7,9.3,0,23.83,1,600
42,57,0:10:00,0,0,0,0,0,50,50,0,0,15.1500001,73.2,486.4,6.440000057,89.2,0.67,0,72.8,0,1.75,13.14,6,10.7,9.3,0,23.83,1,600
42,57,0:20:00,0,0,0,0,0,30,30,0,0,15.10000038,73.46,485.87,6.350000095,88.47,0.66,0,75.11,0,1.75,13.14,6,10.7,9.3,0,23.83,1,600
42,57,0:30:00,0,0,0,0,0,30,30,0,0,15.02000008,73.41,489,6.189999819,86.58,0.02,0,83.5,0,1.75,13.14,6,10.7,9.3,0,23.83,1,600
42,57,0:40:00,0,0,0,0,0,30,30,0,0,14.95999985,73.08,494.83,6.199999809,85.7,0.16,0,89.69,0,1.75,13.14,6,10.7,9.3,0,23.83,1,600
42,57,0:50:00,0,0,0,0,0,30,30,0,0,14.89999962,72.76,501.1,5.919999981,86.21,0.93,0,90.25,0,1.75,13.14,6,10.7,9.3,0,23.83,1,600
42,57,1:00:00,1,0,0,0,0,90,90,0,60,14.81000013,72.69,507.85,5.569999933,86.3,0.8,0,104.6,0,1.75,13.14,6,10.7,9.3,0,23.83,1,600
